RU-AD,"ООО ""Т2 Мобайл""",79001900000-79001909999,79010100000-79010134999,79082280000-79082299999,79529700000-79529899999,79952135000-79952135999
RU-AD,"ПАО ""Вымпел-Коммуникации""",79034650000-79034669999,79064380000-79064389999,79094690000-79094719999,79604360000-79604379999,79604990000-79604999999,79618180000-79618199999,79618260000-79618299999,79619700000-79619719999,79627620000-79627699999
RU-AD,"ПАО ""Мобильные ТелеСистемы""",79182200000-79182299999,79184200000-79184299999,79189200000-79189299999,79585418420-79585418429,79880800000-79880849999,79884740000-79884839999,79891400000-79891499999,79893650000-79893699999
RU-AD,"ПАО ""МегаФон""",79282110000-79282119999,79282910000-79282919999,79284600000-79284749999,79286680000-79286699999,79298610000-79298629999,79384980000-79384989999,79384990000-79384999999,79385500000-79385529999,79994492000-79994496999,79994895000-79994897999
RU-AD,"ООО ""ВТБ Мобайл""",79332275000-79332279999
RU-AD,"ООО ""Сбербанк-Телеком""",79333460000-79333469999,79809560000-79809569999
RU-AD,"ПАО ""Ростелеком""",79397865000-79397875999,79582870000-79582870499,79585474942-79585475999,79585713300-79585714799,79910907000-79910929999,79911900000-79911901999,79913687000-79913688999,79914230000-79914239999
RU-AD,"АО ""Компания ТрансТелеКом""",79580360000-79580361999
RU-AD,"ООО ""Глобал Телеком""",79583894000-79583895999
RU-AD,"ООО ""Новые мобильные коммуникации""",79677822000-79677822499
RU-AD,"ООО ""Тинькофф Мобайл""",79951035500-79951036999,79951347000-79951348499,79953846000-79953847999,79954988000-79954989999,79956086000-79956086999,79956737000-79956739999,79959615000-79959619999
RU-AD,"ООО ""Скартел""",79955525000-79955529999,79962510000-79962529999,79969560000-79969569999,79996498000-79996499999,79996600000-79996604999
RU-AL,"ООО ""Т2 Мобайл""",79010135900-79010135999,79011670000-79011673999,79513440000-79513469999,79539976000-79539977999,79930351000-79930351999
RU-AL,"ПАО ""Вымпел-Коммуникации""",79030740000-79030749999,79039190000-79039199999,79039560000-79039569999,79069390000-79069399999,79069700000-79069709999,79095080000-79095089999,79609670000-79609689999,79618930000-79618939999,79625820000-79625829999,79631980000-79631999999,79635100000-79635149999
RU-AL,"ПАО ""Мобильные ТелеСистемы""",79136900000-79136999999,79139900000-79139999999,79830100000-79830104999,79830520000-79830529999,79830580000-79830599999,79833250000-79833299999,79835800000-79835849999,79835945000-79835945999,79835947000-79835949999
RU-AL,"ПАО ""МегаФон""",79234550000-79234569999,79236600000-79236679999,79293040000-79293059999,79293110000-79293119999,79335565000-79335569999,79993254000-79993255999,79993325000-79993329999
RU-AL,"ПАО ""Ростелеком""",79582857500-79582857999,79915415000-79915417999,79917794000-79917799999
RU-AL,"ООО ""Глобал Телеком""",79583892000-79583893999
RU-AL,"ООО ""Новые мобильные коммуникации""",79677818000-79677818499
RU-AL,"ООО ""Сбербанк-Телеком""",79801120000-79801129999
RU-AL,"ООО ""Тинькофф Мобайл""",79952484000-79952484999
RU-AL,"ООО ""Скартел""",79955510000-79955514999,79962530000-79962549999,79969620000-79969629999,79994750000-79994752999
RU-ALT,"ООО ""Т2 Мобайл""",79001630000-79001649999,79001890000-79001899999,79011652000-79011659999,79012050000-79012099999,79016420000-79016424999,79016450000-79016459999,79021400000-79021469999,79029970000-79029999999,79520000000-79520099999,79530350000-79530389999,79539908000-79539909999,79967000000-79967099999
RU-ALT,"ПАО ""Вымпел-Коммуникации""",79030720000-79030739999,79039100000-79039129999,79039470000-79039499999,79039570000-79039589999,79039900000-79039929999,79039950000-79039969999,79050800000-79050849999,79059240000-79059299999,79059800000-79059899999,79061960000-79061969999,79069400000-79069469999,79069600000-79069699999,79095000000-79095079999,79609360000-79609669999,79612300000-79612429999,79619760000-79619999999,79627900000-79627999999,79628020000-79628229999,79635000000-79635099999,79635170000-79635399999,79635700000-79635799999,79640800000-79640899999,79646000000-79646099999,79673800000-79673809999,79676260000-79676279999
RU-ALT,"ПАО ""Мобильные ТелеСистемы""",79130200000-79130299999,79130800000-79130999999,79132100000-79132799999,79133600000-79133699999,79831000000-79831099999,79831700000-79831899999,79833500000-79833599999,79833800000-79833999999,79835400000-79835579999,79836000000-79836099999
RU-ALT,"ПАО ""МегаФон""",79230001000-79230099999,79231600000-79231699999,79235600000-79235669999,79235680000-79235699999,79236400000-79236599999,79237100000-79237299999,79237470000-79237569999,79237760000-79237769999,79237778000-79237807999,79237860000-79237869999,79237900000-79238039999,79293100000-79293109999,79293220000-79293309999,79293430000-79293439999,79293450000-79293499999,79293750000-79293799999,79293900000-79293999999,79331600000-79331679999,79333100000-79333119999,79335570000-79335579999,79339300000-79339359999,79993230000-79993239999,79993310000-79993324999
RU-ALT,"ООО ""ВТБ Мобайл""",79332365000-79332365499
RU-ALT,"ООО ""Сбербанк-Телеком""",79333560000-79333579999,79955220000-79955239999
RU-ALT,"ПАО ""Ростелеком""",79397936000-79397938999,79398170000-79398182999,79582857000-79582857499,79585162211-79585165210,79588474950-79588492049,79913698000-79913703499,79914273500-79914297799
RU-ALT,"АО ""Компания ТрансТелеКом""",79580890000-79580890027,79580895301-79580895423,79580896030-79580896164,79580897431-79580897690,79580899044-79580899449,79580899866-79580900141,79580900852-79580901246,79580901294-79580901501,79580903280-79580904060,79580904914-79580905102,79580906833-79580907125,79580910962-79580911092,79580912052-79580912815,79580914258-79580915268,79580916103-79580919999
RU-ALT,"ООО ""ТТК-Связь""",79580890028-79580895300,79580895424-79580896029,79580896165-79580897430,79580897691-79580899043,79580899450-79580899865,79580900142-79580900851,79580901247-79580901293,79580901502-79580903279,79580904061-79580904913,79580905103-79580906832,79580907126-79580910961,79580911093-79580912051,79580912816-79580914257,79580915269-79580916102
RU-ALT,"ООО ""Глобал Телеком""",79584425000-79584429999
RU-ALT,"ООО ""Газпром телеком""",79584570000-79584570999
RU-ALT,"ООО ""Новые мобильные коммуникации""",79770827000-79770827999
RU-ALT,"ООО ""МСН Телеком""",79933991500-79933991999
RU-ALT,"ООО ""Тинькофф Мобайл""",79950896500-79950899999,79952136000-79952185999,79952440000-79952462999,79953363000-79953369999,79954920000-79954921999,79955438000-79955449999,79956090000-79956090999,79956730000-79956736999,79956970000-79956979999,79959080000-79959082999,79959290000-79959295999
RU-ALT,"ООО ""Скартел""",79963030000-79963049999,79964550000-79964599999,79965000000-79965019999,79968890000-79968899999,79969510000-79969519999,79994000000-79994002999,79994753000-79994769999
RU-AMU,"ООО ""Т2 Мобайл""",79010136800-79010136899,79942000000-79942009999
RU-AMU,"ПАО ""Вымпел-Коммуникации""",79098100000-79098199999,79098830000-79098859999,79098930000-79098959999,79619500000-79619599999,79622830000-79622859999,79622930000-79622959999,79638000000-79638099999,79638100000-79638179999,79638180000-79638199999,79638420000-79638499999,79656700000-79656729999,79656770000-79656779999,79681320000-79681349999,79682460000-79682469999,79696392000-79696392999
RU-AMU,"ПАО ""Мобильные ТелеСистемы""",79140400000-79140499999,79140600000-79140649999,79143800000-79143999999,79145300000-79145329999,79145380000-79145392999,79145500000-79146199999
RU-AMU,"ПАО ""МегаФон""",79240254000-79240257999,79240400000-79240419999,79241400000-79241499999,79243400000-79243499999,79244400000-79244499999,79245800000-79245849999,79246700000-79246849999,79247440000-79247469999,79247480000-79247489999,79248400000-79248499999,79294750000-79294799999,79294900000-79294919999,79294930000-79294949999,79344760000-79344769999,79992515000-79992519999,79992547000-79992548999
RU-AMU,"АО ""Компания ТрансТелеКом""",79580340000-79580349999
RU-AMU,"ООО ""Глобал Телеком""",79583850000-79583851999
RU-AMU,"ООО ""Газпром телеком""",79584586000-79584586999
RU-AMU,"ООО ""Скартел""",79911168000-79911170999,79963830000-79963879999,79964600000-79964629999,79991650000-79991669999,79996810000-79996814999
RU-AMU,"ПАО ""Ростелеком""",79918221000-79918226999
RU-ARK,"ООО ""Т2 Мобайл""",79009110000-79009209999,79012128000-79012135999,79019660000-79019669999,79021900000-79021999999,79022850000-79022869999,79025040000-79025049999,79025070000-79025079999,79027000000-79027099999,79502500000-79502599999,79506600000-79506619999,79509620000-79509639999,79522500000-79522599999,79523000000-79523099999,79532600000-79532699999,79539300000-79539399999,79539936000-79539937999,79539946000-79539947999,79919940000-79919949999
RU-ARK,"ПАО ""Вымпел-Коммуникации""",79052930000-79052939999,79058730000-79058739999,79062800000-79062859999,79095500000-79095569999,79600000000-79600039999,79600050000-79600199999,79626590000-79626659999,79632000000-79632009999,79642900000-79643029999,79657310000-79657349999,79674790000-79674799999
RU-ARK,"ПАО ""Мобильные ТелеСистемы""",79110550000-79110599999,79115500000-79115999999,79116550000-79116599999,79116700000-79116899999,79118700000-79118799999,79585418570-79585418579,79815500000-79815799999
RU-ARK,"ПАО ""МегаФон""",79210700000-79210899999,79212400000-79212499999,79212900000-79212999999,79214700000-79214999999,79216000000-79216009999,79216700000-79216799999,79217190000-79217219999,79218100000-79218199999,79291400000-79291499999,79314000000-79314199999,79990903000-79990915999,79991460000-79991479999
RU-ARK,"ООО ""ВТБ Мобайл""",79332365500-79332365999
RU-ARK,"ПАО ""Ростелеком""",79397983000-79397999999,79398150000-79398159999,79581670000-79581679799,79582864000-79582864499,79585840000-79585845999,79588553750-79588558349,79910520000-79910547999,79913811000-79913818499,79914679000-79914717499,79915445000-79915454999
RU-ARK,"ООО ""Белитон""",79553000200-79553000299
RU-ARK,"АО ""Компания ТрансТелеКом""",79580560000-79580564999
RU-ARK,"ООО ""Глобал Телеком""",79583848000-79583849999
RU-ARK,"ООО ""Газпром телеком""",79584510000-79584511499
RU-ARK,"ООО ""Новые мобильные коммуникации""",79677810000-79677810499
RU-ARK,"ООО ""Сбербанк-Телеком""",79770460000-79770469999,79800530000-79800539999,79809810000-79809829999
RU-ARK,"ООО ""Скартел""",79911137000-79911142999,79964630000-79964689999,79965020000-79965039999,79969200000-79969219999,79991680000-79991689999,79992500000-79992509999,79992750000-79992752999
RU-ARK,"ООО ""Тинькофф Мобайл""",79951037500-79951037999,79951070000-79951071999,79953040000-79953042999,79953970000-79953975999,79954483000-79954489999,79955490000-79955494999,79955600000-79955604999,79956012000-79956013999,79956844000-79956846999,79958940000-79958942999,79959083000-79959085999
RU-AST,"ООО ""Т2 Мобайл""",79011315900-79011315999,79011440000-79011449999,79019440000-79019449999
RU-AST,"ПАО ""МегаФон""",79021100000-79021199999,79023500000-79023519999,79029530000-79029559999,79029930000-79029959999,79047280000-79047284999,79086100000-79086299999,79270700000-79270799999,79272800000-79272829999,79272840000-79272859999,79275500000-79275899999,79276600000-79276649999,79297400000-79297449999,79371200000-79371399999,79375010000-79375099999,79376010000-79376099999,79377590000-79377599999,79378200000-79378299999,79379000000-79379099999,79997345000-79997349999,79997430000-79997437999
RU-AST,"ПАО ""Вымпел-Коммуникации""",79033210000-79033219999,79033470000-79033499999,79033780000-79033789999,79050600000-79050609999,79053600000-79053649999,79054800000-79054819999,79061770000-79061799999,79064550000-79064599999,79093720000-79093769999,79506680000-79506684999,79506685000-79506689999,79608510000-79608669999,79610540000-79610569999,79616520000-79616559999,79617980000-79617999999,79618120000-79618169999,79619750000-79619759999,79627510000-79627559999,79648800000-79648899999,79654500000-79654549999,79673300000-79673399999,79678200000-79678419999
